무게,단가,날짜
1635102,1542.75,2017-12-20
1281258,1765.666667,2017-12-21
1998810,1857,2017-12-22
1102464,843.3333333,2017-12-23
1386648,1581.666667,2017-12-24
364086,1596.583333,2017-12-25
262206,1899.166667,2017-12-26
0,0,2017-12-27
27450,2759.583333,2017-12-28
501576,2403.583333,2017-12-29
991110,2324.583333,2017-12-30
179454,2319.25,2017-12-31
0,0,2018-01-01
71064,853.6666667,2018-01-02
18,138.9166667,2018-01-03
90,92.58333333,2018-01-04
270,129.3333333,2018-01-05
0,0,2018-01-06
0,0,2018-01-07
778422,1993.083333,2018-01-08
720138,3136.166667,2018-01-09
231588,2039.25,2018-01-10
72,138.9166667,2018-01-11
0,0,2018-01-12
0,0,2018-01-13
0,0,2018-01-14
603342,3189.5,2018-01-15
1656072,2404.923077,2018-01-16
2689884,3027.461538,2018-01-17
2631972,2898.538462,2018-01-18
1863042,2510.923077,2018-01-19
1942032,2143.846154,2018-01-20
0,0,2018-01-21
805194,1783.076923,2018-01-22
270396,2261.153846,2018-01-23
192798,1952.153846,2018-01-24
0,0,2018-01-25
0,0,2018-01-26
0,0,2018-01-27
0,0,2018-01-28
61020,3544.538462,2018-01-29
0,0,2018-01-30
162,476.4615385,2018-01-31
39186,3444.461538,2018-02-01
190008,3067.307692,2018-02-02
543756,2690.307692,2018-02-03
0,0,2018-02-04
134028,465.9230769,2018-02-05
36,149.5384615,2018-02-06
270,145.3076923,2018-02-07
234,1553.923077,2018-02-08
44604,4272.307692,2018-02-09
307422,1673.384615,2018-02-10
369954,2530.307692,2018-02-11
338382,1869.923077,2018-02-12
522,151.0769231,2018-02-13
18,170.9230769,2018-02-14
0,0,2018-02-15
0,0,2018-02-16
0,0,2018-02-17
0,0,2018-02-18
0,0,2018-02-19
0,0,2018-02-20
635796,2487.538462,2018-02-21
403524,1674.923077,2018-02-22
67788,1614.846154,2018-02-23
280062,1523.230769,2018-02-24
0,0,2018-02-25
120762,1775.923077,2018-02-26
98622,1866.076923,2018-02-27
89640,2353.923077,2018-02-28
143046,1604.230769,2018-03-01
0,0,2018-03-02
0,0,2018-03-03
0,0,2018-03-04
0,0,2018-03-05
0,0,2018-03-06
0,0,2018-03-07
0,0,2018-03-08
0,0,2018-03-09
8352,2549.153846,2018-03-10
0,0,2018-03-11
969894,2268.153846,2018-03-12
95886,2916.615385,2018-03-13
209754,3071.923077,2018-03-14
57276,3037.615385,2018-03-15
180960,2760.230769,2018-03-16
76500,1551.307692,2018-03-17
0,0,2018-03-18
67788,1529.076923,2018-03-19
265230,3170.076923,2018-03-20
0,0,2018-03-21
0,0,2018-03-22
0,0,2018-03-23
22806,3184.692308,2018-03-24
0,0,2018-03-25
1073772,2592.692308,2018-03-26
713340,1837.615385,2018-03-27
1271058,1827.307692,2018-03-28
1337244,3014.538462,2018-03-29
1650942,2607.153846,2018-03-30
292662,1357,2018-03-31
0,0,2018-04-01
0,0,2018-04-02
0,0,2018-04-03
1116,106.8461538,2018-04-04
0,0,2018-04-05
63360,3382.769231,2018-04-06
115200,2705.076923,2018-04-07
0,0,2018-04-08
36360,1389.076923,2018-04-09
24318,1274.153846,2018-04-10
160830,3436.384615,2018-04-11
0,0,2018-04-12
125118,3519.692308,2018-04-13
277128,2447.230769,2018-04-14
0,0,2018-04-15
0,0,2018-04-16
0,0,2018-04-17
409284,2856.230769,2018-04-18
124380,2479.230769,2018-04-19
337446,2293.615385,2018-04-20
224532,1552.230769,2018-04-21
0,0,2018-04-22
331056,2023.153846,2018-04-23
36630,1169.846154,2018-04-24
0,0,2018-04-25
0,0,2018-04-26
13608,3989.846154,2018-04-27
51714,4017.692308,2018-04-28
0,0,2018-04-29
136848,3353.692308,2018-04-30
0,0,2018-05-01
0,0,2018-05-02
0,0,2018-05-03
0,0,2018-05-04
0,0,2018-05-05
0,0,2018-05-06
0,0,2018-05-07
0,0,2018-05-08
0,0,2018-05-09
0,0,2018-05-10
0,0,2018-05-11
0,0,2018-05-12
0,0,2018-05-13
0,0,2018-05-14
0,0,2018-05-15
144,170.9230769,2018-05-16
0,0,2018-05-17
0,0,2018-05-18
0,0,2018-05-19
0,0,2018-05-20
0,0,2018-05-21
0,0,2018-05-22
0,0,2018-05-23
720,153.8461538,2018-05-24
0,0,2018-05-25
0,0,2018-05-26
0,0,2018-05-27
0,0,2018-05-28
0,0,2018-05-29
0,0,2018-05-30
0,0,2018-05-31
0,0,2018-06-01
8802,3118.230769,2018-06-02
0,0,2018-06-03
59472,2942.384615,2018-06-04
54,213.6923077,2018-06-05
0,0,2018-06-06
18,119.6923077,2018-06-07
0,0,2018-06-08
0,0,2018-06-09
0,0,2018-06-10
0,0,2018-06-11
0,0,2018-06-12
0,0,2018-06-13
0,0,2018-06-14
0,0,2018-06-15
0,0,2018-06-16
0,0,2018-06-17
0,0,2018-06-18
972,106.8461538,2018-06-19
0,0,2018-06-20
0,0,2018-06-21
0,0,2018-06-22
0,0,2018-06-23
0,0,2018-06-24
18,341.8461538,2018-06-25
0,0,2018-06-26
2862,658.4615385,2018-06-27
0,0,2018-06-28
0,0,2018-06-29
0,0,2018-06-30
0,0,2018-07-01
0,0,2018-07-02
0,0,2018-07-03
0,0,2018-07-04
0,0,2018-07-05
324882,2132.846154,2018-07-06
232020,1688.461538,2018-07-07
0,0,2018-07-08
1005768,1074.307692,2018-07-09
351972,928.2307692,2018-07-10
560826,937.3076923,2018-07-11
962136,705.3076923,2018-07-12
357948,951.5384615,2018-07-13
767994,769.4615385,2018-07-14
0,0,2018-07-15
1177104,903.0769231,2018-07-16
392754,860.3846154,2018-07-17
267048,1016.384615,2018-07-18
438462,958.3076923,2018-07-19
428568,1378.285714,2018-07-20
397188,794.3571429,2018-07-21
0,0,2018-07-22
373428,1200.5,2018-07-23
162612,1375.214286,2018-07-24
474582,977.8571429,2018-07-25
491952,954.4285714,2018-07-26
449502,918.7142857,2018-07-27
0,0,2018-07-28
0,0,2018-07-29
0,0,2018-07-30
0,0,2018-07-31
0,0,2018-08-01
98370,1467,2018-08-02
640458,864.4285714,2018-08-03
453228,802.3571429,2018-08-04
0,0,2018-08-05
1144590,782.1428571,2018-08-06
633660,857.4285714,2018-08-07
919638,601.7142857,2018-08-08
483156,772.0714286,2018-08-09
828174,779.7142857,2018-08-10
515736,776.7857143,2018-08-11
0,0,2018-08-12
1184922,845,2018-08-13
278814,898.1428571,2018-08-14
52056,655.7857143,2018-08-15
891270,885,2018-08-16
712098,852.4285714,2018-08-17
26190,1442.214286,2018-08-18
0,0,2018-08-19
1266216,950.7142857,2018-08-20
1089990,688.7857143,2018-08-21
737478,978.7857143,2018-08-22
73512,148.7857143,2018-08-23
0,0,2018-08-24
18,11.92857143,2018-08-25
0,0,2018-08-26
22500,2098,2018-08-27
0,0,2018-08-28
0,0,2018-08-29
44352,1597.866667,2018-08-30
193590,1446.133333,2018-08-31
569700,970.6666667,2018-09-01
0,0,2018-09-02
548658,891.0666667,2018-09-03
832290,831.2666667,2018-09-04
223494,1071.266667,2018-09-05
635352,971.3333333,2018-09-06
1008714,981.0666667,2018-09-07
1302036,942.8666667,2018-09-08
0,0,2018-09-09
1575408,618.8666667,2018-09-10
1560114,715.4,2018-09-11
774312,985.1333333,2018-09-12
558,177.7333333,2018-09-13
2151192,909.9333333,2018-09-14
1956258,841.4666667,2018-09-15
1392918,896.6,2018-09-16
1560354,901.2,2018-09-17
1644348,870.0666667,2018-09-18
2014158,931.6666667,2018-09-19
1530072,711.8666667,2018-09-20
1215912,741.6666667,2018-09-21
1324956,534.8,2018-09-22
0,0,2018-09-23
0,0,2018-09-24
0,0,2018-09-25
0,0,2018-09-26
0,0,2018-09-27
334980,66.33333333,2018-09-28
0,0,2018-09-29
0,0,2018-09-30
528594,1090.133333,2018-10-01
117774,1224.6,2018-10-02
0,0,2018-10-03
1187934,1070.266667,2018-10-04
1480422,962.8666667,2018-10-05
243036,983.6666667,2018-10-06
0,0,2018-10-07
305064,562.9333333,2018-10-08
1212510,930.4666667,2018-10-09
929280,1056,2018-10-10
2173422,944.6,2018-10-11
1451472,965.2666667,2018-10-12
1690842,948.6,2018-10-13
0,0,2018-10-14
1919388,1020.333333,2018-10-15
1252668,1099.666667,2018-10-16
1042200,1105.933333,2018-10-17
1103436,1059.133333,2018-10-18
533088,1098.266667,2018-10-19
457662,985.4,2018-10-20
253926,1077.866667,2018-10-21
575388,1146.666667,2018-10-22
826254,1080.2,2018-10-23
0,0,2018-10-24
162,111.1333333,2018-10-25
18,159.2666667,2018-10-26
72,290.1333333,2018-10-27
0,0,2018-10-28
630,68.86666667,2018-10-29
136494,1295,2018-10-30
1784052,1154.6,2018-10-31
1651770,1054.8,2018-11-01
878628,1215.533333,2018-11-02
1240698,995.2,2018-11-03
399414,1098.2,2018-11-04
1064274,1104.4,2018-11-05
1664652,1133,2018-11-06
1535922,1080.266667,2018-11-07
1391724,1115.2,2018-11-08
554988,1271.4,2018-11-09
182778,877.1333333,2018-11-10
152316,1092.333333,2018-11-11
933318,1112.6,2018-11-12
1185036,777.0666667,2018-11-13
1464402,1004.466667,2018-11-14
1132284,1043,2018-11-15
1380570,1052.8,2018-11-16
2054190,727.9333333,2018-11-17
1259838,727.5333333,2018-11-18
2317632,1061.533333,2018-11-19
1092072,1147.933333,2018-11-20
2093304,1174.4,2018-11-21
1532232,1044.266667,2018-11-22
1152,108.6,2018-11-23
0,0,2018-11-24
0,0,2018-11-25
0,0,2018-11-26
0,0,2018-11-27
927486,1485.933333,2018-11-28
1774932,1049.266667,2018-11-29
1244394,1162.6,2018-11-30
1213146,1023.866667,2018-12-01
1665342,894.9333333,2018-12-02
912516,1083.2,2018-12-03
1070670,1045.2,2018-12-04
1022370,1109.733333,2018-12-05
61974,1028.6,2018-12-06
837396,1117,2018-12-07
24432,152.8,2018-12-08
0,0,2018-12-09
2160,201.6666667,2018-12-10
280926,1335.066667,2018-12-11
441432,1393.933333,2018-12-12
53856,107.5333333,2018-12-13
0,0,2018-12-14
561942,1004.333333,2018-12-15
726396,977.2,2018-12-16
591318,1022.8,2018-12-17
1047816,959.9333333,2018-12-18
323832,1076.6,2018-12-19
761166,1068.333333,2018-12-20
216156,1329.2,2018-12-21
4704,44.46666667,2018-12-22
0,0,2018-12-23
792,189.4,2018-12-24
0,0,2018-12-25
78498,663.2666667,2018-12-26
601284,1122.2,2018-12-27
291540,985.9333333,2018-12-28
0,0,2018-12-29
0,0,2018-12-30
0,0,2018-12-31
0,0,2019-01-01
616794,1023.533333,2019-01-02
74568,1213,2019-01-03
666204,1185.533333,2019-01-04
815268,1059.733333,2019-01-05
0,0,2019-01-06
675240,1148.2,2019-01-07
1670766,888.2666667,2019-01-08
1167858,915.4666667,2019-01-09
894000,858.5333333,2019-01-10
604608,1016.266667,2019-01-11
1571856,799.2,2019-01-12
0,0,2019-01-13
1977138,830.5333333,2019-01-14
1454310,860.2,2019-01-15
1316316,863.8,2019-01-16
296316,666.6,2019-01-17
0,0,2019-01-18
0,0,2019-01-19
0,0,2019-01-20
1122768,1173.333333,2019-01-21
256530,878.0666667,2019-01-22
34512,172.2666667,2019-01-23
474966,1061.733333,2019-01-24
403194,1021,2019-01-25
956652,926.8666667,2019-01-26
0,0,2019-01-27
296160,179.5333333,2019-01-28
277830,1296.666667,2019-01-29
0,0,2019-01-30
395280,1358.4,2019-01-31
351810,973.4,2019-02-01
0,0,2019-02-02
0,0,2019-02-03
0,0,2019-02-04
0,0,2019-02-05
0,0,2019-02-06
0,0,2019-02-07
72,69.46666667,2019-02-08
0,0,2019-02-09
0,0,2019-02-10
412038,1192.533333,2019-02-11
161970,1390.6,2019-02-12
172062,1189.533333,2019-02-13
56538,1372.2,2019-02-14
85230,1336.933333,2019-02-15
155178,1196.066667,2019-02-16
0,0,2019-02-17
104076,1651.266667,2019-02-18
61632,1279,2019-02-19
0,0,2019-02-20
0,0,2019-02-21
36,103.7333333,2019-02-22
0,0,2019-02-23
0,0,2019-02-24
41112,1824.133333,2019-02-25
427440,1393.8,2019-02-26
234834,1284.2,2019-02-27
222948,1370.666667,2019-02-28
388116,938.7333333,2019-03-01
195534,669.2666667,2019-03-02
0,0,2019-03-03
133164,1195.666667,2019-03-04
6918,1337.866667,2019-03-05
38808,1543.533333,2019-03-06
122274,1844.933333,2019-03-07
17340,172.6666667,2019-03-08
0,0,2019-03-09
0,0,2019-03-10
159300,1560.933333,2019-03-11
2736,677.0666667,2019-03-12
0,0,2019-03-13
0,0,2019-03-14
164826,2341.8,2019-03-15
0,0,2019-03-16
0,0,2019-03-17
184014,1203.333333,2019-03-18
172230,1168.866667,2019-03-19
119754,1185.466667,2019-03-20
61788,1525,2019-03-21
0,0,2019-03-22
0,0,2019-03-23
0,0,2019-03-24
0,0,2019-03-25
0,0,2019-03-26
35046,1805.866667,2019-03-27
136080,1118,2019-03-28
32670,1365.4,2019-03-29
0,0,2019-03-30
0,0,2019-03-31
20484,1498.6,2019-04-01
0,0,2019-04-02
5814,1489.866667,2019-04-03
37332,1740.533333,2019-04-04
59904,1915.466667,2019-04-05
0,0,2019-04-06
0,0,2019-04-07
185562,1491.866667,2019-04-08
123282,1496.4,2019-04-09
67770,1339.133333,2019-04-10
198,74.06666667,2019-04-11
4482,860.8666667,2019-04-12
0,0,2019-04-13
0,0,2019-04-14
220608,1043.866667,2019-04-15
93312,662.0666667,2019-04-16
25200,1940.466667,2019-04-17
43830,1644.666667,2019-04-18
17748,1460.733333,2019-04-19
0,0,2019-04-20
0,0,2019-04-21
0,0,2019-04-22
0,0,2019-04-23
0,0,2019-04-24
0,0,2019-04-25
0,0,2019-04-26
0,0,2019-04-27
0,0,2019-04-28
0,0,2019-04-29
0,0,2019-04-30
0,0,2019-05-01
13626,1561.266667,2019-05-02
0,0,2019-05-03
0,0,2019-05-04
0,0,2019-05-05
0,0,2019-05-06
0,0,2019-05-07
0,0,2019-05-08
0,0,2019-05-09
0,0,2019-05-10
0,0,2019-05-11
0,0,2019-05-12
8352,2183.466667,2019-05-13
0,0,2019-05-14
0,0,2019-05-15
0,0,2019-05-16
0,0,2019-05-17
0,0,2019-05-18
0,0,2019-05-19
18,451.8666667,2019-05-20
0,0,2019-05-21
3024,33.33333333,2019-05-22
27954,2339.066667,2019-05-23
0,0,2019-05-24
0,0,2019-05-25
0,0,2019-05-26
0,0,2019-05-27
0,0,2019-05-28
0,0,2019-05-29
0,0,2019-05-30
0,0,2019-05-31
0,0,2019-06-01
0,0,2019-06-02
29322,2513.333333,2019-06-03
0,0,2019-06-04
0,0,2019-06-05
0,0,2019-06-06
0,0,2019-06-07
0,0,2019-06-08
0,0,2019-06-09
0,0,2019-06-10
0,0,2019-06-11
0,0,2019-06-12
0,0,2019-06-13
0,0,2019-06-14
0,0,2019-06-15
0,0,2019-06-16
0,0,2019-06-17
0,0,2019-06-18
0,0,2019-06-19
0,0,2019-06-20
0,0,2019-06-21
0,0,2019-06-22
0,0,2019-06-23
10818,3021.133333,2019-06-24
0,0,2019-06-25
2412,2315.8,2019-06-26
0,0,2019-06-27
0,0,2019-06-28
0,0,2019-06-29
0,0,2019-06-30
0,0,2019-07-01
0,0,2019-07-02
3384,44.46666667,2019-07-03
0,0,2019-07-04
0,0,2019-07-05
0,0,2019-07-06
0,0,2019-07-07
0,0,2019-07-08
0,0,2019-07-09
0,0,2019-07-10
0,0,2019-07-11
0,0,2019-07-12
0,0,2019-07-13
0,0,2019-07-14
90,1222.266667,2019-07-15
0,0,2019-07-16
0,0,2019-07-17
594,433.4,2019-07-18
828,52.6,2019-07-19
0,0,2019-07-20
0,0,2019-07-21
0,0,2019-07-22
52128,1679.4,2019-07-23
86904,1181.333333,2019-07-24
81468,1240.8,2019-07-25
384552,1095.866667,2019-07-26
160554,883.9333333,2019-07-27
0,0,2019-07-28
148086,1251.466667,2019-07-29
329214,743.1333333,2019-07-30
220968,793.3333333,2019-07-31
262566,821.4666667,2019-08-01
148758,1092,2019-08-02
21000,80.86666667,2019-08-03
0,0,2019-08-04
397356,823.2,2019-08-05
204420,895,2019-08-06
25056,670.6666667,2019-08-07
45432,785.3333333,2019-08-08
200952,1034.066667,2019-08-09
299046,639,2019-08-10
0,0,2019-08-11
6480,178.8,2019-08-12
0,0,2019-08-13
0,0,2019-08-14
2088,3839.466667,2019-08-15
0,0,2019-08-16
0,0,2019-08-17
0,0,2019-08-18
0,0,2019-08-19
0,0,2019-08-20
382710,1228.666667,2019-08-21
275754,833.6666667,2019-08-22
562482,739.7333333,2019-08-23
544458,787.6666667,2019-08-24
0,0,2019-08-25
392724,898.5333333,2019-08-26
163326,993.5333333,2019-08-27
133236,1016.266667,2019-08-28
101616,838.9333333,2019-08-29
363978,811.4,2019-08-30
141948,833.8,2019-08-31
0,0,2019-09-01
305850,1095.066667,2019-09-02
464154,792.2,2019-09-03
553206,1003.466667,2019-09-04
221868,1245.133333,2019-09-05
235440,1361,2019-09-06
78636,1115.266667,2019-09-07
0,0,2019-09-08
0,0,2019-09-09
0,0,2019-09-10
68814,332.1333333,2019-09-11
0,0,2019-09-12
0,0,2019-09-13
0,0,2019-09-14
0,0,2019-09-15
0,0,2019-09-16
8670,271.3333333,2019-09-17
414,113.5333333,2019-09-18
217242,1502.4,2019-09-19
24552,1499.6,2019-09-20
0,0,2019-09-21
0,0,2019-09-22
0,0,2019-09-23
74808,1942.2,2019-09-24
235998,1692.066667,2019-09-25
122688,1661.6,2019-09-26
196992,1025.466667,2019-09-27
95904,1000.333333,2019-09-28
0,0,2019-09-29
740412,847.8,2019-09-30
491724,752.2,2019-10-01
402720,683.1333333,2019-10-02
0,0,2019-10-03
215844,832.8,2019-10-04
0,0,2019-10-05
0,0,2019-10-06
5274,548.5333333,2019-10-07
735018,1203.133333,2019-10-08
0,0,2019-10-09
396756,1451.733333,2019-10-10
232692,1282.266667,2019-10-11
219624,1460.066667,2019-10-12
0,0,2019-10-13
90,114.8,2019-10-14
3096,82.4,2019-10-15
432,102.4666667,2019-10-16
2502,83,2019-10-17
0,0,2019-10-18
39690,2423.733333,2019-10-19
0,0,2019-10-20
205380,1476.733333,2019-10-21
206298,774.1333333,2019-10-22
392550,889.1333333,2019-10-23
587214,940.4666667,2019-10-24
319500,684.8666667,2019-10-25
309456,810.4666667,2019-10-26
218214,1205,2019-10-27
90,78.53333333,2019-10-28
126468,1386.133333,2019-10-29
287262,1356.333333,2019-10-30
28854,1341.533333,2019-10-31
693180,1027.866667,2019-11-01
368550,1050.266667,2019-11-02
172854,1055.533333,2019-11-03
585468,961.7333333,2019-11-04
473040,1134.533333,2019-11-05
430506,939.6,2019-11-06
189048,1197.333333,2019-11-07
571032,1354.933333,2019-11-08
135720,1283.866667,2019-11-09
21042,1702.666667,2019-11-10
33966,2382.066667,2019-11-11
216,97.86666667,2019-11-12
0,0,2019-11-13
0,0,2019-11-14
0,0,2019-11-15
0,0,2019-11-16
0,0,2019-11-17
425484,1568.333333,2019-11-18
703710,1861.066667,2019-11-19
0,0,2019-11-20
0,0,2019-11-21
778716,1161.266667,2019-11-22
430740,1057.933333,2019-11-23
758718,901.6666667,2019-11-24
1117314,862.4666667,2019-11-25
1322694,985.2666667,2019-11-26
18,37.06666667,2019-11-27
339174,1542.066667,2019-11-28
79938,1526.733333,2019-11-29
0,0,2019-11-30
894978,1174.333333,2019-12-01
2157624,1083.266667,2019-12-02
1491120,818.4666667,2019-12-03
873750,891.8,2019-12-04
342870,914.6666667,2019-12-05
322110,1145.066667,2019-12-06
54,92.6,2019-12-07
69462,1106.6,2019-12-08
766116,1701.066667,2019-12-09
474050,2013.533333,2019-12-10
125586,1898.733333,2019-12-11
0,0,2019-12-12
0,0,2019-12-13
0,0,2019-12-14
0,0,2019-12-15
396,205.5333333,2019-12-16
1161180,2038.6,2019-12-17
1798296,2222.6,2019-12-18
1955256,1542.266667,2019-12-19
1417662,1449.333333,2019-12-20
1841166,1248.066667,2019-12-21
1200756,1114,2019-12-22
2370042,1611.6,2019-12-23
1877370,1011.8,2019-12-24
1007670,1344.333333,2019-12-25
1333890,1518.4,2019-12-26
750132,1833.533333,2019-12-27
361440,2108.866667,2019-12-28
340956,1363.533333,2019-12-29
1379196,1675.8,2019-12-30
454266,1807.066667,2019-12-31
0,0,2020-01-01
64908,1718.133333,2020-01-02
39402,1317.133333,2020-01-03
210534,1906.4,2020-01-04
0,0,2020-01-05
39492,1279,2020-01-06
342936,2613.333333,2020-01-07
487278,2807.066667,2020-01-08
35040,1350,2020-01-09
8320,698.2666667,2020-01-10
121248,2142.066667,2020-01-11
0,0,2020-01-12
183510,2335.4,2020-01-13
0,0,2020-01-14
52074,2474.066667,2020-01-15
154458,2276.866667,2020-01-16
88722,2977.733333,2020-01-17
17010,2044,2020-01-18
27324,2395.733333,2020-01-19
169380,2675,2020-01-20
185706,2060.866667,2020-01-21
319230,2149.533333,2020-01-22
466554,1089,2020-01-23
0,0,2020-01-24
0,0,2020-01-25
0,0,2020-01-26
0,0,2020-01-27
0,0,2020-01-28
1206,182.7333333,2020-01-29
0,0,2020-01-30
633978,2114.666667,2020-01-31
0,0,2020-02-01
0,0,2020-02-02
1031916,2628.133333,2020-02-03
156438,2716.333333,2020-02-04
295524,1941.266667,2020-02-05
228114,1749.733333,2020-02-06
18,111.1333333,2020-02-07
247716,1717,2020-02-08
0,0,2020-02-09
40356,1705.533333,2020-02-10
0,0,2020-02-11
18,129.6,2020-02-12
0,0,2020-02-13
0,0,2020-02-14
733536,1543.6,2020-02-15
0,0,2020-02-16
478494,1590.4,2020-02-17
52146,1442.6,2020-02-18
10872,1657.066667,2020-02-19
0,0,2020-02-20
705996,1407.466667,2020-02-21
0,0,2020-02-22
0,0,2020-02-23
301500,1059.8,2020-02-24
889326,954.9333333,2020-02-25
392202,1180.4,2020-02-26
0,0,2020-02-27
0,0,2020-02-28
0,0,2020-02-29
0,0,2020-03-01
887850,1402.266667,2020-03-02
112980,1731.466667,2020-03-03
54,148.1333333,2020-03-04
173220,2530.533333,2020-03-05
78426,1781.266667,2020-03-06
113922,2564.066667,2020-03-07
0,0,2020-03-08
109026,3259.733333,2020-03-09
6966,2215.2,2020-03-10
72,129.6,2020-03-11
0,0,2020-03-12
180,159.2666667,2020-03-13
0,0,2020-03-14
0,0,2020-03-15
36,190.7333333,2020-03-16
0,0,2020-03-17
10818,3473.933333,2020-03-18
52614,3068.533333,2020-03-19
6444,2996.733333,2020-03-20
0,0,2020-03-21
0,0,2020-03-22
232146,2662.733333,2020-03-23
181656,2252.133333,2020-03-24
114228,2044.4,2020-03-25
323370,1946.8,2020-03-26
419076,1767,2020-03-27
0,0,2020-03-28
0,0,2020-03-29
77094,1861.25,2020-03-30
59994,2522.6875,2020-03-31
122004,1870.6875,2020-04-01
128196,2264.875,2020-04-02
468,208.3125,2020-04-03
20502,2644.75,2020-04-04
0,0,2020-04-05
78606,1873,2020-04-06
20268,2701.625,2020-04-07
0,0,2020-04-08
1476,173.75,2020-04-09
36,114.5625,2020-04-10
0,0,2020-04-11
0,0,2020-04-12
0,0,2020-04-13
0,0,2020-04-14
0,0,2020-04-15
0,0,2020-04-16
0,0,2020-04-17
54,406.25,2020-04-18
0,0,2020-04-19
0,0,2020-04-20
54,115.75,2020-04-21
0,0,2020-04-22
18,260.4375,2020-04-23
0,0,2020-04-24
0,0,2020-04-25
0,0,2020-04-26
0,0,2020-04-27
0,0,2020-04-28
450,124.3125,2020-04-29
0,0,2020-04-30
0,0,2020-05-01
1098,156.25,2020-05-02
0,0,2020-05-03
13140,169.4375,2020-05-04
0,0,2020-05-05
0,0,2020-05-06
0,0,2020-05-07
0,0,2020-05-08
180,243.0625,2020-05-09
0,0,2020-05-10
0,0,2020-05-11
0,0,2020-05-12
0,0,2020-05-13
0,0,2020-05-14
0,0,2020-05-15
23904,2047.625,2020-05-16
0,0,2020-05-17
0,0,2020-05-18
450,852.25,2020-05-19
0,0,2020-05-20
0,0,2020-05-21
0,0,2020-05-22
0,0,2020-05-23
0,0,2020-05-24
7398,2624.5,2020-05-25
0,0,2020-05-26
24954,2409.875,2020-05-27
29826,2088.6875,2020-05-28
2232,2034.1875,2020-05-29
34596,1718.125,2020-05-30
0,0,2020-05-31
15066,1121.625,2020-06-01
29916,2234.125,2020-06-02
19188,1368.625,2020-06-03
24786,1780.8125,2020-06-04
3582,1392.375,2020-06-05
4374,443.4375,2020-06-06
0,0,2020-06-07
700,753.5625,2020-06-08
8766,2442.5,2020-06-09
108,996.5,2020-06-10
2574,1835.6875,2020-06-11
10260,1231.5,2020-06-12
72,793.9375,2020-06-13
0,0,2020-06-14
648,719.625,2020-06-15
0,0,2020-06-16
4644,1330,2020-06-17
5490,1297.6875,2020-06-18
954,1034.8125,2020-06-19
1008,754.9375,2020-06-20
0,0,2020-06-21
12240,2069.0625,2020-06-22
126,769.125,2020-06-23
8220,782.3125,2020-06-24
29808,1331.5625,2020-06-25
3024,822.9375,2020-06-26
1818,736.3125,2020-06-27
0,0,2020-06-28
10692,732.0625,2020-06-29
11214,1124.9375,2020-06-30
0,0,2020-07-01
2304,120.375,2020-07-02
64836,2146.375,2020-07-03
85914,1775.1875,2020-07-04
0,0,2020-07-05
18624,122.375,2020-07-06
8226,2352.6875,2020-07-07
0,0,2020-07-08
0,0,2020-07-09
594,134.875,2020-07-10
0,0,2020-07-11
0,0,2020-07-12
426888,1378.1875,2020-07-13
83088,1680.1875,2020-07-14
0,0,2020-07-15
14382,2036.3125,2020-07-16
159696,1578.25,2020-07-17
537894,856.5625,2020-07-18
0,0,2020-07-19
403260,1212.1875,2020-07-20
22218,1056.1875,2020-07-21
547152,808.625,2020-07-22
226278,747.1875,2020-07-23
302454,802.125,2020-07-24
33336,720.75,2020-07-25
0,0,2020-07-26
384876,1227.5625,2020-07-27
686850,705.4375,2020-07-28
276588,896.75,2020-07-29
393372,682.875,2020-07-30
109674,1168,2020-07-31
282510,689.8125,2020-08-01
173916,636.9375,2020-08-02
138906,1201.375,2020-08-03
65092,1575.25,2020-08-04
23454,671.6875,2020-08-05
198,200.125,2020-08-06
612,326.0625,2020-08-07
0,0,2020-08-08
0,0,2020-08-09
0,0,2020-08-10
6930,317.3125,2020-08-11
0,0,2020-08-12
83898,1900.0625,2020-08-13
88290,1576.5,2020-08-14
151992,1391.75,2020-08-15
47268,1077.375,2020-08-16
182412,1630.3125,2020-08-17
90522,1682.625,2020-08-18
433446,995.6875,2020-08-19
293670,784.125,2020-08-20
226212,1071.6875,2020-08-21
207703,830.4375,2020-08-22
267300,888.0625,2020-08-23
118992,1628.9375,2020-08-24
286110,1455.1875,2020-08-25
188472,1524.3125,2020-08-26
0,0,2020-08-27
738,104.0625,2020-08-28
0,0,2020-08-29
306846,1014.5625,2020-08-30
196542,1182.5,2020-08-31
153162,1642.125,2020-09-01
0,0,2020-09-02
0,0,2020-09-03
1736,130.6875,2020-09-04
0,0,2020-09-05
0,0,2020-09-06
0,0,2020-09-07
0,0,2020-09-08
10890,98.1875,2020-09-09
289746,1660.25,2020-09-10
186516,1566.625,2020-09-11
266256,1488.4375,2020-09-12
0,0,2020-09-13
373842,1497.1875,2020-09-14
153720,1443.625,2020-09-15
487134,1527.875,2020-09-16
386406,1666.0625,2020-09-17
288792,1387.625,2020-09-18
270180,1461.875,2020-09-19
153000,1612.75,2020-09-20
467550,1288.0625,2020-09-21
452304,1286.375,2020-09-22
616842,1179.625,2020-09-23
629304,1289.375,2020-09-24
247824,1277.1875,2020-09-25
127368,1712.125,2020-09-26
161028,1515.75,2020-09-27
56754,2243.875,2020-09-28
290358,1452.8125,2020-09-29
124356,1062,2020-09-30
0,0,2020-10-01
0,0,2020-10-02
0,0,2020-10-03
0,0,2020-10-04
0,0,2020-10-05
14832,347.75,2020-10-06
3582,110.75,2020-10-07
